timestamp,index,name,temperature_c,utilization_gpu_pct,memory_used_mib,memory_total_mib,power_draw_w
2026/08/28 18:59:14.855, 0, NVIDIA A10, 62, 100, 6832, 23028, 147.93
2026/08/28 19:00:14.871, 0, NVIDIA A10, 62, 100, 6832, 23028, 151.93
2026/08/28 19:01:14.885, 0, NVIDIA A10, 62, 100, 6832, 23028, 147.45
2026/08/28 19:02:14.901, 0, NVIDIA A10, 62, 100, 6832, 23028, 146.36
2026/08/28 19:03:14.916, 0, NVIDIA A10, 62, 100, 6832, 23028, 152.44
2026/08/28 19:04:14.931, 0, NVIDIA A10, 61, 100, 6832, 23028, 150.41
2026/08/28 19:05:14.946, 0, NVIDIA A10, 62, 100, 6832, 23028, 152.32
2026/08/28 19:06:14.961, 0, NVIDIA A10, 62, 100, 6832, 23028, 146.80
2026/08/28 19:07:14.976, 0, NVIDIA A10, 62, 100, 6832, 23028, 147.96
2026/08/28 19:08:14.991, 0, NVIDIA A10, 62, 100, 6832, 23028, 150.55
2026/08/28 19:09:15.006, 0, NVIDIA A10, 62, 100, 6832, 23028, 143.36
2026/08/28 19:10:15.021, 0, NVIDIA A10, 62, 100, 6832, 23028, 147.70
2026/08/28 19:11:15.036, 0, NVIDIA A10, 61, 100, 6832, 23028, 143.15
2026/08/28 19:12:15.051, 0, NVIDIA A10, 62, 100, 6832, 23028, 146.26
2026/08/28 19:13:15.066, 0, NVIDIA A10, 62, 100, 6832, 23028, 146.08
2026/08/28 19:14:15.080, 0, NVIDIA A10, 57, 0, 6832, 23028, 67.39
2026/08/28 19:15:15.095, 0, NVIDIA A10, 62, 100, 6832, 23028, 147.92
2026/08/28 19:16:15.109, 0, NVIDIA A10, 62, 100, 6832, 23028, 151.49
